Market,Commodity,Classification,Grade,Sex,Wholesale,Retail,Supply Volume,County,Date
Kutus,Dry Maize,White Maize,-,-,63.33/Kg,70.00/Kg,0,Kirinyaga,2023-01-16
Nyamakima,Dry Maize,White Maize,-,-,60.00/Kg,80.00/Kg,,Nairobi,2023-01-16
Nyamakima,Dry Maize,Yellow Maize,-,-,104.44/Kg,110.00/Kg,,Nairobi,2023-01-16
Kagio,Dry Maize,White Maize,-,-,62.22/Kg,90.00/Kg,,Kirinyaga,2023-01-16
Kangemi Market,Dry Maize,White Maize,-,-,60.00/Kg,70.00/Kg,,Nairobi,2023-01-16
Kawangware,Dry Maize,White Maize,-,-,59.09/Kg,69.09/Kg,15000,Nairobi,2023-01-15
Makutano Kirinyaga,Dry Maize,White Maize,-,-,64.44/Kg,90.00/Kg,4000,Kirinyaga,2023-01-13
Makutano Kirinyaga,Dry Maize,White Maize,-,-,64.44/Kg,90.00/Kg,4000,Kirinyaga,2023-01-13
Ngurubani Market,Dry Maize,White Maize,-,-,64.44/Kg,90.00/Kg,6000,Kirinyaga,2023-01-13
Nyamakima,Dry Maize,Yellow Maize,-,-,104.44/Kg,110.00/Kg,,Nairobi,2023-01-13
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,,Nairobi,2023-01-13
Kawangware,Dry Maize,White Maize,-,-,59.09/Kg,69.09/Kg,15000,Nairobi,2023-01-13
Kerugoya,Dry Maize,White Maize,-,-,75.00/Kg,100.00/Kg,4500,Kirinyaga,2023-01-13
Kimumu,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,75.00/Kg,10000,Uasin-Gishu,2023-01-13
Kangemi Market,Dry Maize,White Maize,-,-,57.78/Kg,70.00/Kg,,Nairobi,2023-01-13
Kawangware,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,67.27/Kg,15000,Nairobi,2023-01-12
Nyamakima,Dry Maize,Yellow Maize,-,-,104.44/Kg,110.00/Kg,,Nairobi,2023-01-12
Nyamakima,Dry Maize,White Maize,-,-,60.00/Kg,80.00/Kg,,Nairobi,2023-01-12
Kangemi Market,Dry Maize,White Maize,-,-,58.89/Kg, - ,,Nairobi,2023-01-12
Kutus,Dry Maize,White Maize,-,-,64.44/Kg,70.00/Kg,18000,Kirinyaga,2023-01-12
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,65.00/Kg,85.00/Kg,2000,Uasin-Gishu,2023-01-12
Kagio,Dry Maize,Mixed-Traditional ,-,-,61.11/Kg,70.00/Kg,,Kirinyaga,2023-01-12
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,75.00/Kg,7000,Uasin-Gishu,2023-01-12
Nyamakima,Dry Maize,Yellow Maize,-,-,104.44/Kg,110.00/Kg,,Nairobi,2023-01-11
Nyamakima,Dry Maize,White Maize,-,-,60.00/Kg,80.00/Kg,,Nairobi,2023-01-11
Makutano Kirinyaga,Dry Maize,White Maize,-,-,63.33/Kg,90.00/Kg,4200,Kirinyaga,2023-01-11
Kawangware,Dry Maize,Mixed-Traditional ,-,-,59.09/Kg,69.09/Kg,15000,Nairobi,2023-01-11
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,75.00/Kg,6300,Uasin-Gishu,2023-01-11
Ngurubani Market,Dry Maize,White Maize,-,-,65.56/Kg,90.00/Kg,6000,Kirinyaga,2023-01-11
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-01-10
Nyamakima,Dry Maize,Yellow Maize,-,-,94.44/Kg,110.00/Kg,,Nairobi,2023-01-10
Kawangware,Dry Maize,White Maize,-,-,59.09/Kg,69.09/Kg,15000,Nairobi,2023-01-10
Langas,Dry Maize,Mixed-Traditional ,-,-,45.00/Kg,60.00/Kg,2500,Uasin-Gishu,2023-01-10
Kerugoya,Dry Maize,White Maize,-,-,75.00/Kg,100.00/Kg,4000,Kirinyaga,2023-01-10
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,75.00/Kg,5600,Uasin-Gishu,2023-01-10
Kangemi Market,Dry Maize,White Maize,-,-,60.00/Kg,80.00/Kg,,Nairobi,2023-01-10
Mois Bridge,Dry Maize,White Maize,-,-,56.67/Kg,75.00/Kg,450,Uasin-Gishu,2023-01-09
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,75.00/Kg,5600,Uasin-Gishu,2023-01-09
Kawangware,Dry Maize,Mixed-Traditional ,-,-,59.09/Kg,67.27/Kg,15000,Nairobi,2023-01-09
Kutus,Dry Maize,White Maize,-,-,62.22/Kg,76.23/Kg,18000,Kirinyaga,2023-01-09
Kangemi Market,Dry Maize,White Maize,-,-,58.89/Kg,70.00/Kg,,Nairobi,2023-01-09
Kawangware,Dry Maize,Mixed-Traditional ,-,-,60.91/Kg,69.09/Kg,12000,Nairobi,2023-01-08
Kawangware,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,67.27/Kg,12000,Nairobi,2023-01-07
Ngurubani Market,Dry Maize,White Maize,-,-,66.67/Kg,90.00/Kg,6000,Kirinyaga,2023-01-06
Nyamakima,Dry Maize,Yellow Maize,-,-,100.00/Kg,120.00/Kg,,Nairobi,2023-01-06
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-01-06
Kawangware,Dry Maize,Mixed-Traditional ,-,-,59.09/Kg,67.27/Kg,15000,Nairobi,2023-01-06
Kerugoya,Dry Maize,White Maize,-,-,75.00/Kg,100.00/Kg,4000,Kirinyaga,2023-01-06
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,75.00/Kg,6300,Uasin-Gishu,2023-01-06
Kangemi Market,Dry Maize,White Maize,-,-, - ,70.00/Kg,,Nairobi,2023-01-06
Kangemi Market,Dry Maize,White Maize,-,-,61.00/Kg, - ,,Nairobi,2023-01-06
Nyamakima,Dry Maize,Yellow Maize,-,-,94.44/Kg,110.00/Kg,,Nairobi,2023-01-05
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-01-05
Kutus,Dry Maize,White Maize,-,-,61.11/Kg,70.00/Kg,0,Kirinyaga,2023-01-05
Kawangware,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,67.73/Kg,12000,Nairobi,2023-01-05
Kangemi Market,Dry Maize,White Maize,-,-,58.89/Kg, - ,,Nairobi,2023-01-05
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-01-04
Nyamakima,Dry Maize,Yellow Maize,-,-,94.44/Kg,110.00/Kg,,Nairobi,2023-01-04
Makutano Kirinyaga,Dry Maize,White Maize,-,-,64.44/Kg,90.00/Kg,6000,Kirinyaga,2023-01-04
Cheptiret - Uasin Gishu,Dry Maize,Mixed-Traditional ,-,-,75.00/Kg,90.00/Kg,3000,Uasin-Gishu,2023-01-04
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,75.00/Kg,6300,Uasin-Gishu,2023-01-04
Kangemi Market,Dry Maize,White Maize,-,-,60.00/Kg,75.00/Kg,,Nairobi,2023-01-04
Kawangware,Dry Maize,Mixed-Traditional ,-,-,59.09/Kg,67.27/Kg,10000,Nairobi,2023-01-04
Ngurubani Market,Dry Maize,White Maize,-,-,65.56/Kg,90.00/Kg,6000,Kirinyaga,2023-01-04
Nyamakima,Dry Maize,Yellow Maize,-,-,100.00/Kg,120.00/Kg,,Nairobi,2023-01-03
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2023-01-03
Kerugoya,Dry Maize,White Maize,-,-,70.00/Kg,100.00/Kg,4000,Kirinyaga,2023-01-03
Kangemi Market,Dry Maize,White Maize,-,-,61.11/Kg,75.00/Kg,,Nairobi,2023-01-03
Kawangware,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,67.27/Kg,12000,Nairobi,2023-01-03
Mois Bridge,Dry Maize,White Maize,-,-,55.56/Kg,75.00/Kg,450,Uasin-Gishu,2023-01-02
Kawangware,Dry Maize,Mixed-Traditional ,-,-,58.18/Kg,69.09/Kg,20000,Nairobi,2023-01-02
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,75.00/Kg,6300,Uasin-Gishu,2023-01-02
Kangemi Market,Dry Maize,White Maize,-,-,60.00/Kg, - ,,Nairobi,2023-01-02
Makutano Kirinyaga,Dry Maize,White Maize,-,-,63.33/Kg,90.00/Kg,4800,Kirinyaga,2022-12-30
Ngurubani Market,Dry Maize,White Maize,-,-,64.44/Kg,80.00/Kg,5000,Kirinyaga,2022-12-30
Kerugoya,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,4500,Kirinyaga,2022-12-30
Kimumu,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,65.00/Kg,70000,Uasin-Gishu,2022-12-30
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,75.00/Kg,6300,Uasin-Gishu,2022-12-30
Kangemi Market,Dry Maize,White Maize,-,-,62.22/Kg, - ,,Nairobi,2022-12-30
Kutus,Dry Maize,White Maize,-,-,63.33/Kg,80.32/Kg,0,Kirinyaga,2022-12-29
Kangemi Market,Dry Maize,White Maize,-,-,63.33/Kg, - ,,Nairobi,2022-12-29
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,60.00/Kg,75.00/Kg,3000,Uasin-Gishu,2022-12-28
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,75.00/Kg,9000,Uasin-Gishu,2022-12-28
Makutano Kirinyaga,Dry Maize,White Maize,-,-,63.33/Kg,90.00/Kg,6500,Kirinyaga,2022-12-28
Kangemi Market,Dry Maize,White Maize,-,-,64.44/Kg, - ,,Nairobi,2022-12-28
Kangemi Market,Dry Maize,White Maize,-,-,64.44/Kg, - ,,Nairobi,2022-12-27
Kawangware,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,67.27/Kg,15000,Nairobi,2022-12-26
Kangemi Market,Dry Maize,White Maize,-,-,64.44/Kg,75.00/Kg,,Nairobi,2022-12-26
Ngurubani Market,Dry Maize,White Maize,-,-,65.56/Kg,80.00/Kg,6000,Kirinyaga,2022-12-23
Kerugoya,Dry Maize,White Maize,-,-,75.00/Kg,100.00/Kg,4000,Kirinyaga,2022-12-23
Kimumu,Dry Maize,Mixed-Traditional ,-,-,58.89/Kg,65.00/Kg,30000,Uasin-Gishu,2022-12-23
Kangemi Market,Dry Maize,White Maize,-,-,63.33/Kg,75.00/Kg,,Nairobi,2022-12-23
Kutus,Dry Maize,White Maize,-,-,63.33/Kg,74.56/Kg,0,Kirinyaga,2022-12-22
Kagio,Dry Maize,White Maize,-,-,62.22/Kg,100.00/Kg,,Kirinyaga,2022-12-22
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,75.00/Kg,4000,Uasin-Gishu,2022-12-22
Kangemi Market,Dry Maize,White Maize,-,-,63.33/Kg, - ,,Nairobi,2022-12-22
Nyamakima,Dry Maize,Yellow Maize,-,-,94.44/Kg,120.00/Kg,,Nairobi,2022-12-21
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,90.00/Kg,,Nairobi,2022-12-21
Nyamakima,Dry Maize,-,-,-,180.00/Kg,200.00/Kg,,Nairobi,2022-12-21
Makupa Majengo,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,450,Mombasa,2022-12-21
Makutano Kirinyaga,Dry Maize,White Maize,-,-,7.22/Kg,90.00/Kg,6000,Kirinyaga,2022-12-21
Ngurubani Market,Dry Maize,White Maize,-,-,5.86/Kg,80.00/Kg,6000,Kirinyaga,2022-12-21
Makupa Majengo,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,360,Mombasa,2022-12-20
Kerugoya,Dry Maize,White Maize,-,-,75.00/Kg,100.00/Kg,4000,Kirinyaga,2022-12-20
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,150.00/Kg,8000,Uasin-Gishu,2022-12-20
Makupa Majengo,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,900,Mombasa,2022-12-19
Mois Bridge,Dry Maize,White Maize,-,-,53.33/Kg,57.78/Kg,180,Uasin-Gishu,2022-12-19
Kagio,Dry Maize,White Maize,-,-,62.22/Kg,100.00/Kg,,Kirinyaga,2022-12-19
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,,Nairobi,2022-12-19
Nyamakima,Dry Maize,-,-,-,172.00/Kg,200.00/Kg,,Nairobi,2022-12-19
Nyamakima,Dry Maize,Yellow Maize,-,-,94.44/Kg,110.00/Kg,,Nairobi,2022-12-19
Kutus,Dry Maize,White Maize,-,-,63.33/Kg,70.00/Kg,0,Kirinyaga,2022-12-19
Cheptiret - Uasin Gishu,Dry Maize,White Maize,-,-,75.00/Kg,90.00/Kg,5000,Uasin-Gishu,2022-12-19
Eldoret Main,Dry Maize,White Maize,-,-,65.00/Kg,150.00/Kg,6300,Uasin-Gishu,2022-12-19
Ngurubani Market,Dry Maize,White Maize,-,-,64.44/Kg,90.00/Kg,6000,Kirinyaga,2022-12-17
Makupa Majengo,Dry Maize,White Maize,-,-,66.67/Kg,75.00/Kg,450,Mombasa,2022-12-16
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,,Nairobi,2022-12-16
Nyamakima,Dry Maize,-,-,-,172.00/Kg,200.00/Kg,,Nairobi,2022-12-16
Nyamakima,Dry Maize,Yellow Maize,-,-,94.44/Kg,110.00/Kg,,Nairobi,2022-12-16
Kerugoya,Dry Maize,White Maize,-,-,75.00/Kg,100.00/Kg,4000,Kirinyaga,2022-12-16
Eldoret Main,Dry Maize,White Maize,-,-,60.00/Kg,75.00/Kg,5600,Uasin-Gishu,2022-12-16
Kawangware,Dry Maize,Mixed-Traditional ,-,-,60.00/Kg,70.00/Kg,8000,Nairobi,2022-12-16
Kimumu,Dry Maize,Mixed-Traditional ,-,-,61.11/Kg,65.00/Kg,80000,Uasin-Gishu,2022-12-16
Kutus,Dry Maize,White Maize,-,-,63.33/Kg,78.26/Kg,0,Kirinyaga,2022-12-15
Nyamakima,Dry Maize,White Maize,-,-,70.00/Kg,80.00/Kg,,Nairobi,2022-12-15
